epoch,train_loss,eval_loss,eval_top1,eval_top5
0,7.064379326739714,6.83512375,0.002,0.118
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.926765055269809,5.778034375,0.4800000274658203,2.4600001594543457
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.926765055269809,5.778034375,0.4800000274658203,2.4600001594543457
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.926765055269809,5.778034375,0.4800000274658203,2.4600001594543457
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.9142082188580485,5.8252375,0.5200000297546387,2.8100001930236815
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.9142082188580485,5.8252375,0.5200000297546387,2.8100001930236815
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.9142082188580485,5.8252375,0.5200000297546387,2.8100001930236815
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,5.878176908235292,5.8170625,0.5100000305175781,2.600000164794922
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,5.878176908235292,5.8170625,0.5100000305175781,2.600000164794922
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,5.878176908235292,5.8170625,0.5100000305175781,2.600000164794922
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,5.903208423305202,5.76171875,0.510000029182434,2.4900001611709595
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,5.903208423305202,5.76171875,0.510000029182434,2.4900001611709595
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,5.903208423305202,5.76171875,0.510000029182434,2.4900001611709595
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.915861116873251,5.790278125,0.3800000217437744,2.3400001499176026
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.915861116873251,5.790278125,0.3800000217437744,2.3400001499176026
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.915861116873251,5.790278125,0.3800000217437744,2.3400001499176026
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.8716675139762255,5.7109875,0.5300000303268433,2.3300001653671263
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.8716675139762255,5.7109875,0.5300000303268433,2.3300001653671263
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.8716675139762255,5.7109875,0.5300000303268433,2.3300001653671263
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,5.907003132072655,5.781884375,0.4600000263214111,2.4900001571655275
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,5.907003132072655,5.781884375,0.4600000263214111,2.4900001571655275
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,5.907003132072655,5.781884375,0.4600000263214111,2.4900001571655275
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,5.886012902130952,6.05888125,0.4800000274658203,2.3700001569747924
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,5.886012902130952,6.05888125,0.4800000274658203,2.3700001569747924
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,5.886012902130952,6.05888125,0.4800000274658203,2.3700001569747924
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.888497919649692,5.807303125,0.4900000280380249,2.4500001482009885
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.888497919649692,5.807303125,0.4900000280380249,2.4500001482009885
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.888497919649692,5.807303125,0.4900000280380249,2.4500001482009885
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.870313438209328,5.741528125,0.3700000225067139,2.350000147819519
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.870313438209328,5.741528125,0.3700000225067139,2.350000147819519
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.870313438209328,5.741528125,0.3700000225067139,2.350000147819519
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.811688358719285,5.54433125,0.8000000471115112,3.500000228309631
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.811688358719285,5.54433125,0.8000000471115112,3.500000228309631
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.811688358719285,5.54433125,0.8000000471115112,3.500000228309631
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.390047807951231,5.107490625,3.1300002025604248,12.510000535964966
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.390047807951231,5.107490625,3.1300002025604248,12.510000535964966
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,5.390047807951231,5.107490625,3.1300002025604248,12.510000535964966
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,5.237307432535532,4.988775,3.980000261306763,14.870000621032714
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,5.237307432535532,4.988775,3.980000261306763,14.870000621032714
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,5.237307432535532,4.988775,3.980000261306763,14.870000621032714
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,5.192705347731307,5.006671875,3.250000199317932,11.360000493431091
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,5.192705347731307,5.006671875,3.250000199317932,11.360000493431091
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,5.192705347731307,5.006671875,3.250000199317932,11.360000493431091
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.819082698306522,5.493825,0.5900000350952148,3.0700002111434936
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.819082698306522,5.493825,0.5900000350952148,3.0700002111434936
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.819082698306522,5.493825,0.5900000350952148,3.0700002111434936
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.872712047732606,5.7068414442111575,0.4199160548406371,2.6494703520252525
